Año,Grandes Grupos,Quinquenal,Subgrupo Farmacológico,Sexo,Nivel Renta,Situación Laboral,Tamaño Municipio,Personas con medicamento,Porcentaje
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,1038.0,0.0012
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,660.0,0.0008
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,1102.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,18.000-99.999 ? /año,Pensionistas,>500.000 hab,650.0,0.0008
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,1217.0,0.0014
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,1756.0,0.0021
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,743.0,0.0009
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,1083.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,596.0,0.0007
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,<10.000 hab,607.0,0.0007
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,942.0,0.0011
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,50.001-100.000 hab,403.0,0.0005
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,534.0,0.0006
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Desempleados,>500.000 hab,296.0,0.0003
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,2082.0,0.0024
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,3597.0,0.0042
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,1638.0,0.0019
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,2554.0,0.003
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,<18.000 ? /año,Pensionistas,>500.000 hab,1273.0,0.0015
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Desempleados,10.001-50.000 hab,312.0,0.0004
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Desempleados,100.001-500.000 hab,340.0,0.0004
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,<10.000 hab,2278.0,0.0027
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,3190.0,0.0037
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,1418.0,0.0017
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,2468.0,0.0029
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Pensionistas,>500.000 hab,1616.0,0.0019
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Otras situaciones,<10.000 hab,832.0,0.001
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Otras situaciones,10.001-50.000 hab,1093.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Otras situaciones,50.001-100.000 hab,648.0,0.0008
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Otras situaciones,100.001-500.000 hab,1287.0,0.0015
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Hombre,Muy baja,Otras situaciones,>500.000 hab,548.0,0.0006
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,987.0,0.0012
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,1674.0,0.002
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,1127.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,2012.0,0.0024
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,1222.0,0.0014
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,859.0,0.001
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,1323.0,0.0015
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,667.0,0.0008
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,1021.0,0.0012
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,512.0,0.0006
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Pensionistas,<10.000 hab,443.0,0.0005
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,1380.0,0.0016
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,778.0,0.0009
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,1264.0,0.0015
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,18.000-99.999 ? /año,Pensionistas,>500.000 hab,862.0,0.001
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,2468.0,0.0029
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,3434.0,0.004
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,1762.0,0.0021
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,2806.0,0.0033
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,1723.0,0.002
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,1359.0,0.0016
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,10.001-50.000 hab,2310.0,0.0027
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,50.001-100.000 hab,717.0,0.0008
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,1118.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Desempleados,>500.000 hab,627.0,0.0007
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,1248.0,0.0015
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,1789.0,0.0021
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,1129.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,1417.0,0.0017
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,747.0,0.0009
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Pensionistas,<10.000 hab,1373.0,0.0016
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Pensionistas,10.001-50.000 hab,3069.0,0.0036
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Pensionistas,50.001-100.000 hab,1436.0,0.0017
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Pensionistas,100.001-500.000 hab,2164.0,0.0025
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,<18.000 ? /año,Pensionistas,>500.000 hab,1518.0,0.0018
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,<10.000 hab,795.0,0.0009
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,1591.0,0.0019
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,50.001-100.000 hab,585.0,0.0007
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,100.001-500.000 hab,991.0,0.0012
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Desempleados,>500.000 hab,434.0,0.0005
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,No activos,<10.000 hab,463.0,0.0005
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,No activos,10.001-50.000 hab,359.0,0.0004
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,No activos,100.001-500.000 hab,284.0,0.0003
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,<10.000 hab,3024.0,0.0035
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,10.001-50.000 hab,4900.0,0.0057
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,50.001-100.000 hab,2170.0,0.0025
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,2873.0,0.0034
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Pensionistas,>500.000 hab,1907.0,0.0022
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Otras situaciones,<10.000 hab,804.0,0.0009
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Otras situaciones,10.001-50.000 hab,1125.0,0.0013
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Otras situaciones,50.001-100.000 hab,576.0,0.0007
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Otras situaciones,100.001-500.000 hab,922.0,0.0011
2021,35-64 años,60-64 años,N05A - ANTIPSICOTICOS,Mujer,Muy baja,Otras situaciones,>500.000 hab,642.0,0.0008
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,<10.000 hab,5118.0,0.006
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,11387.0,0.0133
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,50.001-100.000 hab,6220.0,0.0073
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,12012.0,0.0141
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Activos,>500.000 hab,7954.0,0.0093
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Desempleados,<10.000 hab,337.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Desempleados,10.001-50.000 hab,696.0,0.0008
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Desempleados,50.001-100.000 hab,311.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Desempleados,100.001-500.000 hab,572.0,0.0007
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Desempleados,>500.000 hab,444.0,0.0005
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,10.001-50.000 hab,403.0,0.0005
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,No activos,100.001-500.000 hab,282.0,0.0003
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Pensionistas,<10.000 hab,3952.0,0.0046
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,7524.0,0.0088
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,3491.0,0.0041
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,6017.0,0.007
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Pensionistas,>500.000 hab,4220.0,0.0049
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Otras situaciones,10.001-50.000 hab,453.0,0.0005
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,18.000-99.999 ? /año,Otras situaciones,100.001-500.000 hab,337.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,9129.0,0.0107
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,13075.0,0.0153
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,5773.0,0.0068
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,9128.0,0.0107
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,5508.0,0.0065
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,<10.000 hab,3501.0,0.0041
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,6966.0,0.0082
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,50.001-100.000 hab,2863.0,0.0034
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,4488.0,0.0053
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Desempleados,>500.000 hab,2398.0,0.0028
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,513.0,0.0006
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,1311.0,0.0015
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,791.0,0.0009
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,1270.0,0.0015
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,No activos,>500.000 hab,871.0,0.001
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,6736.0,0.0079
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,12662.0,0.0148
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,5497.0,0.0064
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,8260.0,0.0097
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Pensionistas,>500.000 hab,4536.0,0.0053
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Otras situaciones,<10.000 hab,312.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,620.0,0.0007
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,295.0,0.0003
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,433.0,0.0005
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,<10.000 hab,861.0,0.001
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,10.001-50.000 hab,1763.0,0.0021
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,50.001-100.000 hab,1056.0,0.0012
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,100.001-500.000 hab,1968.0,0.0023
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Desempleados,>500.000 hab,1150.0,0.0013
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Pensionistas,<10.000 hab,5718.0,0.0067
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,9777.0,0.0115
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,3710.0,0.0043
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,6372.0,0.0075
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Pensionistas,>500.000 hab,3578.0,0.0042
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Otras situaciones,<10.000 hab,1346.0,0.0016
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Otras situaciones,10.001-50.000 hab,2219.0,0.0026
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Otras situaciones,50.001-100.000 hab,1221.0,0.0014
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Otras situaciones,100.001-500.000 hab,2613.0,0.0031
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Hombre,Muy baja,Otras situaciones,>500.000 hab,1477.0,0.0017
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,5591.0,0.0065
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,14263.0,0.0167
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,8580.0,0.01
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,17367.0,0.0203
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,12988.0,0.0152
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Desempleados,<10.000 hab,530.0,0.0006
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Desempleados,10.001-50.000 hab,1201.0,0.0014
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Desempleados,50.001-100.000 hab,583.0,0.0007
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Desempleados,100.001-500.000 hab,1114.0,0.0013
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Desempleados,>500.000 hab,830.0,0.001
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,4380.0,0.0051
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,9074.0,0.0106
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,4009.0,0.0047
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,7138.0,0.0084
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,4341.0,0.0051
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Pensionistas,<10.000 hab,3177.0,0.0037
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,8340.0,0.0098
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,4338.0,0.0051
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,8673.0,0.0102
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Pensionistas,>500.000 hab,6563.0,0.0077
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Otras situaciones,<10.000 hab,269.0,0.0003
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Otras situaciones,10.001-50.000 hab,776.0,0.0009
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Otras situaciones,50.001-100.000 hab,348.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Otras situaciones,100.001-500.000 hab,849.0,0.001
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,18.000-99.999 ? /año,Otras situaciones,>500.000 hab,432.0,0.0005
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,14800.0,0.0173
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,25184.0,0.0295
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,12261.0,0.0144
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,20554.0,0.0241
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Activos,>500.000 hab,13821.0,0.0162
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,8245.0,0.0097
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,10.001-50.000 hab,16031.0,0.0188
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,50.001-100.000 hab,6024.0,0.0071
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,8644.0,0.0101
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Desempleados,>500.000 hab,5292.0,0.0062
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,<10.000 hab,6594.0,0.0077
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,12278.0,0.0144
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,5552.0,0.0065
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,8843.0,0.0104
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,No activos,>500.000 hab,4617.0,0.0054
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,<10.000 hab,6326.0,0.0074
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,10.001-50.000 hab,13384.0,0.0157
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,50.001-100.000 hab,6202.0,0.0073
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,100.001-500.000 hab,9709.0,0.0114
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Pensionistas,>500.000 hab,5825.0,0.0068
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,<10.000 hab,517.0,0.0006
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,808.0,0.0009
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,314.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,652.0,0.0008
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,<18.000 ? /año,Otras situaciones,>500.000 hab,329.0,0.0004
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,<10.000 hab,4646.0,0.0054
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,10.001-50.000 hab,10447.0,0.0122
2021,35-64 años,60-64 años,N05B - ANSIOLITICOS,Mujer,Muy baja,Desempleados,50.001-100.000 hab,4775.0,0.0056
